,gram_count,document_count,Average_freq
possibly,2,1,2.0
unwanted,1,1,1.0
encouraging,1,1,1.0
遼rstly,3,2,1.5
secondly,3,1,3.0
irprop,1,1,1.0
aforementioned,2,2,1.0
stopping,2,2,1.0
conjugate,1,1,1.0
풥,2,1,2.0
initialisation,1,1,1.0
initialised,1,1,1.0
pseudoinverse,1,1,1.0
cov,1,1,1.0
satisfactory,2,2,1.0
demonstrating,1,1,1.0
condition,2,2,1.0
comparable,1,1,1.0
infeasible,1,1,1.0
ploying,1,1,1.0
parametrisation,1,1,1.0
posed,1,1,1.0
larly,1,1,1.0
plied,1,1,1.0
viii,5,2,2.5
preferable,2,1,2.0
slightly,1,1,1.0
interior,1,1,1.0
relatively,2,2,1.0
feasible,1,1,1.0
oefs,2,1,2.0
opmkl,2,1,2.0
seconds,3,2,1.5
beta,2,2,1.0
coordinate,1,1,1.0
affordable,1,1,1.0
explores,1,1,1.0
thirdly,1,1,1.0
great,3,2,1.5
stress,1,1,1.0
incorporated,1,1,1.0
stephen,1,1,1.0
tematic,1,1,1.0
arti遼cial,10,2,5.0
ang,2,2,1.0
krasser,1,1,1.0
modeling,1,1,1.0
art,3,2,1.5
aradigms,1,1,1.0
bangkok,2,1,2.0
thailand,2,1,2.0
april,2,1,2.0
kong,2,1,2.0
barua,2,1,2.0
islam,2,1,2.0
murase,2,1,2.0
shanghai,1,1,1.0
nov,3,1,3.0
ao,1,1,1.0
mwmote,1,1,1.0
fern,2,1,2.0
gantner,1,1,1.0
national,2,2,1.0
barcelona,1,1,1.0
boser,1,1,1.0
guyon,1,1,1.0
apnik,2,1,2.0
orkshop,1,1,1.0
pittsburgh,2,1,2.0
cortes,2,1,2.0
regularization,2,1,2.0
usa,7,2,3.5
mit,3,2,1.5
sch,2,1,2.0
mika,1,1,1.0
burges,1,1,1.0
knirsch,1,1,1.0
xiong,2,1,2.0
swamy,1,1,1.0
ahmad,1,1,1.0
optimizing,2,2,1.0
march,2,2,1.0
kandola,1,1,1.0
elisseeff,1,1,1.0
aylor,1,1,1.0
ancouver,2,1,2.0
mohri,1,1,1.0
rostamizadeh,1,1,1.0
centered,1,1,1.0
akbani,1,1,1.0
kwek,1,1,1.0
pisa,1,1,1.0
italy,1,1,1.0
asia,1,1,1.0
singapore,1,1,1.0
kang,1,1,1.0
cho,1,1,1.0
eus,1,1,1.0
harris,2,2,1.0
kba,2,2,1.0
ering,1,1,1.0
june,3,1,3.0
conformal,1,1,1.0
wentieth,1,1,1.0
ashington,1,1,1.0
uan,1,1,1.0
johnson,1,1,1.0
riess,1,1,1.0
reading,1,1,1.0
mass,1,1,1.0
esley,1,1,1.0
pub,1,1,1.0
kwok,1,1,1.0
tsang,1,1,1.0
braun,1,1,1.0
buhmann,1,1,1.0
connection,1,1,1.0
operators,1,1,1.0
jun,9,2,4.5
ledoux,1,1,1.0
ser,1,1,1.0
surveys,1,1,1.0
monographs,1,1,1.0
mathematical,2,2,1.0
giannopoulos,1,1,1.0
milman,1,1,1.0
abe,1,1,1.0
onishi,1,1,1.0
squares,2,2,1.0
regressors,1,1,1.0
san,1,1,1.0
sebasti,1,1,1.0
kernelization,1,1,1.0
attern,3,1,3.0
nanjing,1,1,1.0
ramona,1,1,1.0
richard,1,1,1.0
david,1,1,1.0
criteria,4,2,2.0
lanckriet,1,1,1.0
bartlett,1,1,1.0
ghaoui,1,1,1.0
jordan,1,1,1.0
srebro,1,1,1.0
chines,2,2,1.0
vailable,1,1,1.0
ence,2,2,1.0
garc,1,1,1.0
eusboost,1,1,1.0
enhancing,1,1,1.0
demsar,1,1,1.0
igel,1,1,1.0
rprop,1,1,1.0
neurocomputing,1,1,1.0
chapelle,1,1,1.0
rakotomamonjy,1,1,1.0
ramoboost,136,1,136.0
ranked,14,1,14.0
sheng,2,1,2.0
haibo,2,1,2.0
edwardo,2,1,2.0
attracted,2,1,2.0
academia,1,1,1.0
industry,1,1,1.0
explosive,1,1,1.0
struggle,1,1,1.0
ef遼ciency,1,1,1.0
ramo,10,1,10.0
brie遼y,3,1,3.0
ranks,4,1,4.0
minori,2,2,1.0
ty,2,2,1.0
assessment,15,1,15.0
simulation,30,1,30.0
ntroduction,1,1,1.0
da,1,1,1.0
criti,1,1,1.0
cal,1,1,1.0
today,1,1,1.0
遼nancial,1,1,1.0
anom,1,1,1.0
aly,1,1,1.0
biomedical,4,1,4.0
raw,1,1,1.0
captured,1,1,1.0
monitor,1,1,1.0
continue,1,1,1.0
grow,1,1,1.0
incredible,1,1,1.0
enhances,1,1,1.0
computationally,1,1,1.0
amounts,1,1,1.0
opportunities,2,1,2.0
raise,1,1,1.0
ances,2,1,2.0
icant,1,1,1.0
dif遼culties,1,1,1.0
manuscript,1,1,1.0
february,1,1,1.0
revised,1,1,1.0
november,1,1,1.0
august,4,1,4.0
date,2,1,2.0
electrical,7,1,7.0
stevens,5,1,5.0
institute,5,1,5.0
hoboken,4,1,4.0
nj,4,1,4.0
egarcia,1,1,1.0
rhode,2,1,2.0
island,2,1,2.0
kingston,2,1,2.0
color,1,1,1.0
遼gures,2,1,2.0
identi遼er,1,1,1.0
physics,2,1,2.0
just,3,1,3.0
manifests,1,1,1.0
itself,3,1,3.0
absolute,6,1,6.0
exampl,1,1,1.0
de遼nitively,1,1,1.0
scarce,1,1,1.0
underrepresented,1,1,1.0
indicative,1,1,1.0
outnumbere,1,1,1.0
insuf遼cient,2,1,2.0
exa,1,1,1.0
mples,1,1,1.0
veri遼ed,1,1,1.0
homogeneous,1,1,1.0
logically,1,1,1.0
follow,2,1,2.0
adept,1,1,1.0
spectrum,1,1,1.0
facilitate,4,1,4.0
datase,2,2,1.0
ts,2,2,1.0
tematically,1,1,1.0
integrating,1,1,1.0
dure,1,1,1.0
assesses,1,1,1.0
organize,1,1,1.0
discuss,2,1,2.0
ieeechen,1,1,1.0
elated,1,1,1.0
comprehensive,2,1,2.0
interested,3,1,3.0
readers,1,1,1.0
activity,1,1,1.0
building,1,1,1.0
pling,3,2,1.5
oped,1,1,1.0
over遼tting,2,1,2.0
nique,1,1,1.0
interpolations,1,1,1.0
expanding,1,1,1.0
locates,2,1,2.0
reside,2,1,2.0
borders,1,1,1.0
junction,1,1,1.0
jittering,1,1,1.0
estimate,2,1,2.0
asymmetric,3,1,3.0
referring,1,1,1.0
assigns,4,1,4.0
misclassi遼ed,2,1,2.0
loop,5,1,5.0
遼elds,2,1,2.0
eral,1,1,1.0
fac,1,1,1.0
ilitate,1,1,1.0
maximizing,1,1,1.0
gorithm,2,2,1.0
construction,2,1,2.0
orthogonal,2,1,2.0
ward,1,1,1.0
optimize,1,1,1.0
regularized,1,1,1.0
maximal,1,1,1.0
unl,1,1,1.0
abeled,1,1,1.0
fo,2,1,2.0
遼xed,1,1,1.0
disambiguation,2,1,2.0
wsd,2,1,2.0
alleviate,1,1,1.0
complications,2,1,2.0
ramob,13,1,13.0
oost,24,1,24.0
ntegration,1,1,1.0
preliminaries,1,1,1.0
quantizing,1,1,1.0
culty,1,1,1.0
accord,2,1,2.0
intuitive,1,1,1.0
ocate,1,1,1.0
featur,1,1,1.0
distanced,1,1,1.0
illustrates,2,1,2.0
遼gure,4,1,4.0
stars,1,1,1.0
circles,2,1,2.0
sents,1,1,1.0
calculated,4,1,4.0
ef遼cient,2,1,2.0
遼aw,3,1,3.0
ex,1,1,1.0
ist,1,1,1.0
beco,1,1,1.0
mes,1,1,1.0
complicated,1,1,1.0
examination,1,1,1.0
calculation,4,1,4.0
uitive,1,1,1.0
decide,3,1,3.0
infor,1,1,1.0
mative,1,1,1.0
euclid,1,1,1.0
ean,1,1,1.0
tuitive,1,1,1.0
xi틙,1,1,1.0
locate,1,1,1.0
dist,1,1,1.0
ance,6,2,3.0
stead,1,1,1.0
highlighted,6,1,6.0
surrounded,1,1,1.0
dashed,1,1,1.0
ther,1,1,1.0
located,2,1,2.0
force,1,1,1.0
遼nal,6,1,6.0
dif遼culty,1,1,1.0
specifying,1,1,1.0
mechanism,8,1,8.0
determi,1,1,1.0
ne,2,2,1.0
presenting,2,1,2.0
proportions,1,1,1.0
identi遼ed,1,1,1.0
length,1,1,1.0
multiplying,1,1,1.0
xnew,1,1,1.0
틙xi,3,1,3.0
exam,1,1,1.0
di,7,1,7.0
stribution,1,1,1.0
erpolation,1,1,1.0
틙ri,5,1,5.0
rion,1,1,1.0
automatically,1,1,1.0
normalized,2,1,2.0
differen,1,1,1.0
determinechen,1,1,1.0
ajority,1,1,1.0
normalizes,1,1,1.0
pro,1,1,1.0
cess,1,1,1.0
twofold,1,1,1.0
adjustment,1,1,1.0
shifts,1,1,1.0
rithms,3,2,1.5
facilitates,1,1,1.0
tively,1,1,1.0
indiscriminately,1,1,1.0
evaluates,1,1,1.0
greatly,1,1,1.0
bene遼t,2,1,2.0
of遼cially,1,1,1.0
describing,1,1,1.0
readability,1,1,1.0
lieu,1,1,1.0
replicated,1,1,1.0
th,2,1,2.0
ht,7,1,7.0
dt,8,1,8.0
boost,7,1,7.0
ym,1,1,1.0
minor,1,1,1.0
identity,1,1,1.0
iterations,3,1,3.0
scaling,2,1,2.0
coef遼cient,2,1,2.0
initialize,1,1,1.0
mislabeled,3,1,3.0
get,4,1,4.0
back,3,1,3.0
se,4,1,4.0
slice,1,1,1.0
mlt,1,1,1.0
mst,3,1,3.0
풦i,2,1,2.0
normalize,2,1,2.0
gt,3,1,3.0
fs,1,1,1.0
emst,1,1,1.0
inter,1,1,1.0
polation,1,1,1.0
풧t,3,1,3.0
쑚,2,1,2.0
constant,1,1,1.0
inal,4,2,2.0
anism,1,1,1.0
components,1,1,1.0
updated,1,1,1.0
tth,1,1,1.0
sively,1,1,1.0
meanwhile,1,1,1.0
shares,2,1,2.0
randomized,1,1,1.0
multiplied,1,1,1.0
systematic,2,1,2.0
learnability,1,1,1.0
concretely,1,1,1.0
universally,1,1,1.0
cally,1,1,1.0
derlying,1,1,1.0
manner,3,1,3.0
approves,1,1,1.0
dictates,1,1,1.0
ploys,1,1,1.0
excessively,1,1,1.0
phasizing,1,1,1.0
magnify,1,1,1.0
depreciation,1,1,1.0
attenuated,1,1,1.0
plus,1,1,1.0
shapes,1,1,1.0
instant,1,1,1.0
suggestions,2,1,2.0
increasechen,1,1,1.0
outputy,4,1,4.0
distribu,2,1,2.0
mi,2,2,1.0
nority,3,2,1.5
dis,1,1,1.0
tribution,1,1,1.0
jority,1,1,1.0
deteriorates,1,1,1.0
observe,1,1,1.0
lowest,1,1,1.0
con遼rm,2,1,2.0
cantly,1,1,1.0
gence,1,1,1.0
stepwise,1,1,1.0
hardest,1,1,1.0
discriminate,1,1,1.0
incorrect,1,1,1.0
distinguishable,1,1,1.0
enables,1,1,1.0
broken,1,1,1.0
extract,1,1,1.0
suf遼cient,2,1,2.0
belief,1,1,1.0
iterate,1,1,1.0
epochs,3,1,3.0
employing,1,1,1.0
generatin,1,1,1.0
initialized,1,1,1.0
decomposed,1,1,1.0
euc,1,1,1.0
lidean,1,1,1.0
mn,2,1,2.0
sorting,1,1,1.0
calculations,2,1,2.0
ascending,1,1,1.0
e遼,1,1,1.0
items,1,1,1.0
sorted,2,1,2.0
approximately,3,1,3.0
calcula,1,1,1.0
altogether,1,1,1.0
np,1,1,1.0
simpli遼ed,1,1,1.0
summarize,1,1,1.0
conduct,1,1,1.0
simulations,7,1,7.0
datas,2,2,1.0
sonar,7,1,7.0
spambase,7,1,7.0
ionosphere,9,1,9.0
pid,7,1,7.0
german,9,1,9.0
texture,8,1,8.0
vow,7,1,7.0
letter,11,1,11.0
linesmote,1,1,1.0
con遼gured,2,1,2.0
hidden,3,1,3.0
layer,3,1,3.0
neurons,5,1,5.0
sigmoid,1,1,1.0
activation,1,1,1.0
inner,1,1,1.0
scattered,1,1,1.0
hinder,1,1,1.0
converging,1,1,1.0
acceleration,1,1,1.0
comparative,28,1,28.0
elena,2,1,2.0
modi遼ed,1,1,1.0
modi遼cations,1,1,1.0
conventional,1,1,1.0
overallchen,1,1,1.0
rock,1,1,1.0
metal,1,1,1.0
cylinder,1,1,1.0
spam,1,1,1.0
legitimate,1,1,1.0
bad,2,1,2.0
opel,1,1,1.0
saas,1,1,1.0
bus,1,1,1.0
brickface,1,1,1.0
sky,1,1,1.0
foliage,1,1,1.0
cement,1,1,1.0
window,1,1,1.0
path,1,1,1.0
horizontal,1,1,1.0
graphic,1,1,1.0
vertical,5,1,5.0
picture,1,1,1.0
damp,2,1,2.0
cotton,1,1,1.0
vegetation,1,1,1.0
stubble,1,1,1.0
digit,1,1,1.0
digits,1,1,1.0
tableware,1,1,1.0
pox,1,1,1.0
cyt,1,1,1.0
letters,1,1,1.0
fpv,2,1,2.0
rad,1,1,1.0
flow,1,1,1.0
bypass,1,1,1.0
bpv,2,1,2.0
oa,7,1,7.0
na칦ve,1,1,1.0
suc,1,1,1.0
misclassi遼es,1,1,1.0
遼ve,2,1,2.0
appli,1,1,1.0
cations,1,1,1.0
adopted,3,1,3.0
plotting,1,1,1.0
tps,1,1,1.0
seri,1,1,1.0
performances,2,1,2.0
quali遼ed,1,1,1.0
averaging,5,1,5.0
misclassi遼cation,1,1,1.0
dependent,1,1,1.0
decided,1,1,1.0
averaged,33,1,33.0
undesired,1,1,1.0
subjectivity,1,1,1.0
decoupling,1,1,1.0
simulate,1,1,1.0
ensures,1,1,1.0
objectivity,1,1,1.0
reader,1,1,1.0
met,1,1,1.0
rics,1,1,1.0
plot,1,1,1.0
illustrated,1,1,1.0
evenly,2,1,2.0
intervals,2,1,2.0
eva,2,2,1.0
uat,1,1,1.0
nmetrics,1,1,1.0
borderlinesmote,48,1,48.0
vowel,1,1,1.0
aver,1,1,1.0
aging,1,1,1.0
borerlinesmote,1,1,1.0
adacostsmote,1,1,1.0
adas,1,1,1.0
yn,1,1,1.0
satim,1,1,1.0
simula,20,1,20.0
ignificance,12,1,12.0
etween,8,1,8.0
smoteb,11,1,11.0
wilcoxon,6,1,6.0
commensurability,1,1,1.0
ferences,1,1,1.0
qualitatively,1,1,1.0
magnitudes,1,1,1.0
exceptionally,1,1,1.0
suppose,1,1,1.0
gorithms,1,1,1.0
ith,2,2,1.0
solute,1,1,1.0
tied,1,1,1.0
conclude,2,1,2.0
dacost,9,1,9.0
orderline,10,1,10.0
omek,10,1,10.0
erformance,6,1,6.0
querying,1,1,1.0
accessed,1,1,1.0
symbol,3,1,3.0
signi遼es,1,1,1.0
quantitatively,1,1,1.0
underscoring,1,1,1.0
sen,1,1,1.0
suggestion,2,1,2.0
integer,1,1,1.0
pairwise,1,1,1.0
ative,1,1,1.0
ten,15,1,15.0
snapshots,1,1,1.0
graphs,3,1,3.0
ix,4,1,4.0
xii,2,1,2.0
rati,6,1,6.0
cp,4,1,4.0
charateristics,1,1,1.0
aggressively,1,1,1.0
stands,1,1,1.0
rithm,1,1,1.0
outperformchen,1,1,1.0
xiii,2,1,2.0
xiv,2,1,2.0
olicy,1,1,1.0
balone,1,1,1.0
atas,1,1,1.0
xv,3,1,3.0
xvi,2,1,2.0
reject,2,1,2.0
pothesis,1,1,1.0
proves,1,1,1.0
omitted,1,1,1.0
outperforms,1,1,1.0
feel,1,1,1.0
refrain,1,1,1.0
wrapped,1,1,1.0
named,1,1,1.0
formance,1,1,1.0
considerations,3,1,3.0
winning,2,1,2.0
demonstrates,1,1,1.0
fair,1,1,1.0
remained,1,1,1.0
investigating,3,1,3.0
retain,1,1,1.0
eci遼cally,1,1,1.0
consolidating,1,1,1.0
emaining,1,1,1.0
verify,1,1,1.0
ni遼cance,1,1,1.0
intel,1,1,1.0
core,1,1,1.0
duo,1,1,1.0
cpu,1,1,1.0
ghz,1,1,1.0
runtime,1,1,1.0
iterates,1,1,1.0
ata,2,2,1.0
repeatedly,1,1,1.0
cleared,1,1,1.0
diff,1,1,1.0
erent,1,1,1.0
con遼gurations,2,1,2.0
con遼guration,1,1,1.0
scribed,1,1,1.0
overs,1,1,1.0
ampling,1,1,1.0
progressively,1,1,1.0
displays,1,1,1.0
undoubtedly,1,1,1.0
evaluatechen,1,1,1.0
xvii,2,1,2.0
xviii,2,1,2.0
xix,2,1,2.0
xx,2,1,2.0
ased,1,1,1.0
versatile,2,1,2.0
manipulate,1,1,1.0
concludes,1,1,1.0
unpredictably,1,1,1.0
investigate,1,1,1.0
manually,2,1,2.0
xxi,2,1,2.0
xxii,2,1,2.0
xxiii,2,1,2.0
corrupted,1,1,1.0
accordance,1,1,1.0
corrupt,1,1,1.0
tha,2,2,1.0
hi,1,1,1.0
ghlighted,1,1,1.0
underscored,1,1,1.0
exte,1,1,1.0
rnal,1,1,1.0
noises,1,1,1.0
competitiveness,1,1,1.0
onclusion,1,1,1.0
shifting,1,1,1.0
stances,6,2,3.0
continuous,1,1,1.0
nominal,1,1,1.0
adopting,1,1,1.0
plicability,1,1,1.0
alternatives,1,1,1.0
eligible,1,1,1.0
worthy,1,1,1.0
ko켹cz,2,1,2.0
editorial,2,1,2.0
ments,3,2,1.5
mar,1,1,1.0
clearwater,1,1,1.0
stern,1,1,1.0
program,1,1,1.0
phys,1,1,1.0
commun,1,1,1.0
newslett,4,1,4.0
dm,1,1,1.0
yo,1,1,1.0
alancing,1,1,1.0
probabilistic,1,1,1.0
mexican,1,1,1.0
viktor,1,1,1.0
mease,1,1,1.0
wyner,1,1,1.0
buja,1,1,1.0
boosted,1,1,1.0
yuan,1,1,1.0
annu,2,1,2.0
santa,1,1,1.0
barbara,1,1,1.0
vasconcelos,1,1,1.0
corvallis,1,1,1.0
viola,1,1,1.0
jones,1,1,1.0
detector,1,1,1.0
cascade,1,1,1.0
genera,1,1,1.0
brighton,1,1,1.0
ertekin,2,1,2.0
bottou,1,1,1.0
giles,2,1,2.0
inform,3,1,3.0
manage,1,1,1.0
lisbon,1,1,1.0
portugal,1,1,1.0
sigir,1,1,1.0
amsterdam,1,1,1.0
netherlands,1,1,1.0
hovy,1,1,1.0
computat,1,1,1.0
lang,1,1,1.0
prague,1,1,1.0
czech,1,1,1.0
republic,1,1,1.0
sci,1,1,1.0
addressi,1,1,1.0
martinze,1,1,1.0
hervas,1,1,1.0
gutierrez,1,1,1.0
memetic,1,1,1.0
pareto,1,1,1.0
netw,2,1,2.0
muhlbaier,1,1,1.0
topalis,1,1,1.0
polikar,1,1,1.0
dynamically,1,1,1.0
incremental,1,1,1.0
shen,2,1,2.0
utions,1,1,1.0
apr,2,1,2.0
yao,1,1,1.0
maybank,1,1,1.0
gene,1,1,1.0
expression,1,1,1.0
ftp,1,1,1.0
notes,1,1,1.0
hp,1,1,1.0
palo,1,1,1.0
alto,1,1,1.0
tech,1,1,1.0
nos,1,1,1.0
visualization,1,1,1.0
newport,1,1,1.0
beach,1,1,1.0
measuring,1,1,1.0
coherent,1,1,1.0
corder,1,1,1.0
foreman,1,1,1.0
nonparametric,1,1,1.0
york,3,1,3.0
dem코ar,1,1,1.0
opitz,1,1,1.0
maclin,1,1,1.0
breiman,1,1,1.0
arcing,1,1,1.0
cieslak,1,1,1.0
joshi,1,1,1.0
ically,1,1,1.0
countering,1,1,1.0
anyfantis,1,1,1.0
karagiannopoulos,1,1,1.0
ifip,1,1,1.0
federation,1,1,1.0
huazhong,2,1,2.0
wuhan,2,1,2.0
pursuing,1,1,1.0
partment,2,1,2.0
interests,3,1,3.0
grees,1,1,1.0
versity,1,1,1.0
ohio,1,1,1.0
athens,1,1,1.0
assistant,2,1,2.0
neering,1,1,1.0
sys,1,1,1.0
tems,1,1,1.0
putational,1,1,1.0
smart,2,1,2.0
sensor,1,1,1.0
programmable,1,1,1.0
gate,1,1,1.0
array,1,1,1.0
served,2,1,2.0
regularly,1,1,1.0
organizing,1,1,1.0
committees,1,1,1.0
guest,1,1,1.0
editor,3,1,3.0
journals,1,1,1.0
theoretical,1,1,1.0
electronic,1,1,1.0
board,1,1,1.0
ciate,1,1,1.0
ransactions,1,1,1.0
biologically,1,1,1.0
inspired,1,1,1.0
neuroscience,1,1,1.0
agnostics,1,1,1.0
magnetic,1,1,1.0
resonance,1,1,1.0
imaging,1,1,1.0
isting,1,1,1.0
experi,1,1,1.0
ost,1,1,1.0
dia,1,1,1.0
gnosis,1,1,1.0
imbal,2,1,2.0
augm,1,1,1.0
entation,1,1,1.0
dat,2,1,2.0
sol,1,1,1.0
ve,3,1,3.0
xisting,1,1,1.0
counterfac,2,1,2.0
tual,3,1,3.0
backs,1,1,1.0
taset,2,1,2.0
moves,1,1,1.0
lems,1,1,1.0
reated,1,1,1.0
lating,1,1,1.0
creat,1,1,1.0
nally,1,1,1.0
consi,1,1,1.0
deration,1,1,1.0
exi,1,1,1.0
fying,1,1,1.0
importanc,1,1,1.0
ana,1,1,1.0
lyze,1,1,1.0
portant,1,1,1.0
ns,1,1,1.0
spac,1,1,1.0
butions,1,1,1.0
lass,2,1,2.0
dled,1,1,1.0
classificati,1,1,1.0
sified,1,1,1.0
synthet,1,1,1.0
ic,1,1,1.0
ary,1,1,1.0
imilar,1,1,1.0
ods,3,1,3.0
insta,2,1,2.0
nce,1,1,1.0
differe,1,1,1.0
nt,1,1,1.0
proaches,1,1,1.0
sm,2,1,2.0
ote,1,1,1.0
planation,1,1,1.0
quested,1,1,1.0
nam,1,1,1.0
stance,2,1,2.0
bec,1,1,1.0
ause,1,1,1.0
randoml,1,1,1.0
bala,1,1,1.0
nces,2,1,2.0
instanc,2,1,2.0
verse,1,1,1.0
ethods,1,1,1.0
quential,1,1,1.0
fea,1,1,1.0
sion,2,1,2.0
zation,1,1,1.0
counterfact,1,1,1.0
counte,1,1,1.0
factuals,2,1,2.0
howe,2,1,2.0
ver,2,1,2.0
generat,1,1,1.0
rained,1,1,1.0
propos,1,1,1.0
gether,1,1,1.0
invol,2,1,2.0
ved,2,1,2.0
narios,1,1,1.0
variabl,1,1,1.0
diation,1,1,1.0
cordingly,1,1,1.0
disrupted,1,1,1.0
ethod,1,1,1.0
probl,1,1,1.0
em,1,1,1.0
ulating,1,1,1.0
observati,1,1,1.0
luation,1,1,1.0
ory,1,1,1.0
usi,2,1,2.0
thi,1,1,1.0
ature,2,1,2.0
tually,1,1,1.0
teratively,1,1,1.0
洧,1,1,1.0
didate,1,1,1.0
matc,1,1,1.0
omputes,1,1,1.0
mea,1,1,1.0
factual,1,1,1.0
yth,1,1,1.0
terfactuals,3,1,3.0
nstances,1,1,1.0
me,1,1,1.0
thod,1,1,1.0
tween,1,1,1.0
oversam,1,1,1.0
rsb,2,1,2.0
selecti,1,1,1.0
gainst,1,1,1.0
ysis,1,1,1.0
classe,1,1,1.0
tracted,1,1,1.0
subs,1,1,1.0
mately,1,1,1.0
augmentati,2,1,2.0
als,1,1,1.0
洧녵洧노洧洧뉧롐,1,1,1.0
stu,1,1,1.0
洧냤,1,1,1.0
洧멇롐럻롐뙗롐洧뉧롐,2,1,2.0
洧녩洧녫洧노洧녰洧녺洧녩洧노洧녰洧녶洧녵,1,1,1.0
洧녩洧녳洧녷뀛롐,1,1,1.0
negati,1,1,1.0
curacy,1,1,1.0
experime,1,1,1.0
nts,1,1,1.0
洧녠洧뉧롐넗롐뀛롐뙗롐,1,1,1.0
洧냧洧녜,1,1,1.0
洧녞洧洧뉧롐넗롐뒳롐멇롐뒳롐럻롐,1,1,1.0
洧냧洧녞,1,1,1.0
洧냧j,1,1,1.0
洧녷洧洧뉧롐넗롐뒳롐멇롐뒳롐럻롐,2,1,2.0
洧洧뉧롐넗롐뀛롐뙗롐,2,1,2.0
洧녢洧녜,1,1,1.0
bles,1,1,1.0
mote,1,1,1.0
ach,1,1,1.0
sifier,1,1,1.0
provement,1,1,1.0
xt,1,1,1.0
au,1,1,1.0
highes,1,1,1.0
smot,1,1,1.0
nteresting,1,1,1.0
ets,1,1,1.0
pecificity,1,1,1.0
ent,1,1,1.0
augmenta,2,1,2.0
sults,1,1,1.0
gure,1,1,1.0
tained,1,1,1.0
planatory,1,1,1.0
tuals,2,1,2.0
howed,1,1,1.0
cla,1,1,1.0
ss,1,1,1.0
ates,1,1,1.0
apa,1,1,1.0
rtment,1,1,1.0
bathrooms,1,1,1.0
hrooms,1,1,1.0
ase,1,1,1.0
hey,1,1,1.0
rences,1,1,1.0
ship,1,1,1.0
ry,1,1,1.0
apoints,1,1,1.0
verely,1,1,1.0
tes,1,1,1.0
ted,1,1,1.0
minim,1,1,1.0
fe,1,1,1.0
cated,1,1,1.0
clearl,1,1,1.0
soning,1,1,1.0
ants,1,1,1.0
counterfactua,1,1,1.0
neare,1,1,1.0
tic,1,1,1.0
ceedings,1,1,1.0
sampl,1,1,1.0
classific,1,1,1.0
ation,1,1,1.0
evolutional,1,1,1.0
ly,1,1,1.0
lection,1,1,1.0
brid,1,1,1.0
